return_id,order_id,return_date,return_reason,return_amount,refund_method,return_status
RET00667,ORD0007315,2022-02-08,Quality Issue,321.0,Vodafone Cash,Refunded
RET00668,ORD0007349,2023-10-12,Size Issue,1441.0,Cash,Refunded
RET00669,ORD0007375,2024-03-16,Changed Mind,28688.0,InstaPay,Rejected
RET00670,ORD0007382,2022-10-18,Wrong Item Delivered,577.5,Debit Card,Refunded
RET00671,ORD0007390,2023-07-13,Duplicate Order,1026.0,Credit Card,Refunded
RET00672,ORD0007392,2022-04-10,Wrong Item Delivered,544.0,InstaPay,Refunded
RET00673,ORD0007424,2024-03-04,Size Issue,2580.0,Debit Card,Pending
RET00674,ORD0007426,2022-10-13,Wrong Item Delivered,450.0,Cash,Pending
RET00675,ORD0007438,2023-10-30,Quality Issue,1475.0,Credit Card,Refunded
RET00676,ORD0007448,2022-03-08,Wrong Item Delivered,1738.5,InstaPay,Refunded
RET00677,ORD0007478,2024-05-18,Size Issue,936.0,Fawry,Refunded
RET00678,ORD0007490,2023-11-28,Wrong Item Delivered,3042.5,Credit Card,Refunded
RET00679,ORD0007526,2024-05-01,Duplicate Order,144.0,Vodafone Cash,Refunded
RET00680,ORD0007527,2024-03-29,Quality Issue,853.0,Credit Card,Pending
RET00681,ORD0007534,2023-08-25,Quality Issue,127.5,Fawry,Refunded
RET00682,ORD0007542,2022-10-04,Size Issue,13340.0,Debit Card,Refunded
RET00683,ORD0007543,2022-11-09,Changed Mind,1672.5,Credit Card,Refunded
RET00684,ORD0007553,2022-01-27,Quality Issue,457.0,Debit Card,Refunded
RET00685,ORD0007563,2023-09-19,Defective Product,459.0,Fawry,Refunded
RET00686,ORD0007565,2022-03-28,Defective Product,1976.0,Vodafone Cash,Pending
RET00687,ORD0007579,2022-04-27,Changed Mind,319.5,InstaPay,Refunded
RET00688,ORD0007596,2023-08-25,Wrong Item Delivered,1310.0,InstaPay,Pending
RET00689,ORD0007607,2023-07-21,Wrong Item Delivered,2760.0,Fawry,Refunded
RET00690,ORD0007624,2023-04-30,Changed Mind,2040.0,Fawry,Refunded
RET00691,ORD0007640,2022-12-26,Quality Issue,750.0,Debit Card,Rejected
RET00692,ORD0007671,2024-12-29,Size Issue,1072.5,Debit Card,Refunded
RET00693,ORD0007674,2024-09-25,Duplicate Order,1435.5,Debit Card,Refunded
RET00694,ORD0007689,2024-04-29,Defective Product,15300.0,Cash,Refunded
RET00695,ORD0007691,2023-07-10,Changed Mind,513.0,Vodafone Cash,Rejected
RET00696,ORD0007708,2022-08-06,Defective Product,1256.0,InstaPay,Refunded
RET00697,ORD0007713,2023-03-29,Duplicate Order,378.0,Credit Card,Refunded
RET00698,ORD0007718,2024-12-31,Defective Product,747.0,Fawry,Refunded
RET00699,ORD0007725,2022-06-28,Quality Issue,700.0,Vodafone Cash,Refunded
RET00700,ORD0007739,2023-12-17,Changed Mind,2890.0,Fawry,Refunded
RET00701,ORD0007774,2022-08-24,Defective Product,248.0,Cash,Refunded
RET00702,ORD0007825,2022-07-05,Defective Product,670.0,Vodafone Cash,Refunded
RET00703,ORD0007857,2023-03-26,Quality Issue,1140.0,InstaPay,Pending
RET00704,ORD0007879,2023-10-17,Duplicate Order,3260.0,Fawry,Refunded
RET00705,ORD0007884,2023-05-07,Size Issue,437.0,Fawry,Refunded
RET00706,ORD0007887,2022-02-01,Size Issue,8800.0,Credit Card,Refunded
RET00707,ORD0007889,2024-08-28,Size Issue,270.0,Fawry,Refunded
RET00708,ORD0007892,2022-12-29,Wrong Item Delivered,597.5,Vodafone Cash,Refunded
RET00709,ORD0007894,2024-03-06,Duplicate Order,3690.0,Debit Card,Refunded
RET00710,ORD0007895,2022-04-26,Changed Mind,756.0,InstaPay,Refunded
RET00711,ORD0007899,2023-08-03,Duplicate Order,300.0,Credit Card,Pending
RET00712,ORD0007902,2024-02-01,Defective Product,55146.0,Credit Card,Rejected
RET00713,ORD0007903,2023-09-02,Defective Product,1590.0,Vodafone Cash,Refunded
RET00714,ORD0007907,2023-10-07,Wrong Item Delivered,20105.5,Fawry,Pending
RET00715,ORD0007920,2023-01-19,Size Issue,796.0,Credit Card,Refunded
RET00716,ORD0007921,2023-04-28,Wrong Item Delivered,1098.0,InstaPay,Rejected
RET00717,ORD0007924,2023-08-01,Duplicate Order,330.0,Debit Card,Refunded
RET00718,ORD0007954,2022-09-23,Size Issue,632.5,Credit Card,Refunded
RET00719,ORD0007980,2024-12-16,Quality Issue,2013.5,Credit Card,Refunded
RET00720,ORD0007986,2022-02-23,Duplicate Order,6644.0,InstaPay,Refunded
RET00721,ORD0007998,2024-03-06,Size Issue,1767.5,Vodafone Cash,Refunded
RET00722,ORD0008000,2024-07-15,Defective Product,24768.0,InstaPay,Rejected
RET00723,ORD0008029,2023-06-19,Wrong Item Delivered,1386.0,Debit Card,Refunded
RET00724,ORD0008043,2024-09-17,Quality Issue,766.5,InstaPay,Refunded
RET00725,ORD0008075,2023-07-15,Duplicate Order,20701.5,Debit Card,Refunded
RET00726,ORD0008099,2024-01-21,Duplicate Order,963.0,Credit Card,Refunded
RET00727,ORD0008140,2024-01-19,Size Issue,2310.0,InstaPay,Refunded
RET00728,ORD0008143,2024-03-22,Wrong Item Delivered,12650.0,Debit Card,Refunded
RET00729,ORD0008162,2024-07-26,Duplicate Order,119.0,Vodafone Cash,Refunded
RET00730,ORD0008169,2023-12-15,Duplicate Order,792.5,InstaPay,Refunded
RET00731,ORD0008175,2023-11-19,Quality Issue,497.5,InstaPay,Refunded
RET00732,ORD0008183,2024-12-30,Duplicate Order,540.0,Fawry,Refunded
RET00733,ORD0008201,2022-05-01,Quality Issue,766.0,Debit Card,Refunded
RET00734,ORD0008206,2022-04-02,Defective Product,2098.0,InstaPay,Refunded
RET00735,ORD0008212,2024-04-11,Changed Mind,333.0,Debit Card,Pending
RET00736,ORD0008222,2024-12-20,Wrong Item Delivered,506.0,InstaPay,Refunded
RET00737,ORD0008230,2023-10-25,Quality Issue,216.0,Fawry,Refunded
RET00738,ORD0008234,2023-06-19,Quality Issue,2976.0,InstaPay,Refunded
RET00739,ORD0008242,2024-04-02,Defective Product,280.0,Credit Card,Refunded
RET00740,ORD0008257,2023-04-15,Size Issue,492.0,Debit Card,Refunded
RET00741,ORD0008265,2022-01-22,Duplicate Order,476.0,InstaPay,Refunded
RET00742,ORD0008273,2022-11-19,Quality Issue,2712.0,Cash,Refunded
RET00743,ORD0008276,2024-01-01,Duplicate Order,960.0,Fawry,Refunded
RET00744,ORD0008279,2024-08-24,Changed Mind,238.0,Cash,Refunded
RET00745,ORD0008300,2023-05-09,Duplicate Order,5206.0,Vodafone Cash,Refunded
RET00746,ORD0008316,2022-02-17,Defective Product,8000.0,Debit Card,Rejected
RET00747,ORD0008328,2024-04-26,Defective Product,915.0,Cash,Rejected
RET00748,ORD0008333,2022-10-22,Defective Product,1044.0,Fawry,Rejected
RET00749,ORD0008340,2024-07-23,Changed Mind,285.0,Debit Card,Pending
RET00750,ORD0008348,2024-01-20,Defective Product,171.0,Fawry,Refunded
RET00751,ORD0008394,2024-01-17,Quality Issue,2281.0,Debit Card,Refunded
RET00752,ORD0008402,2024-01-14,Size Issue,749.0,Debit Card,Refunded
RET00753,ORD0008422,2024-04-06,Defective Product,1192.0,Credit Card,Refunded
RET00754,ORD0008424,2022-02-24,Changed Mind,804.0,Debit Card,Pending
RET00755,ORD0008432,2024-09-23,Duplicate Order,16783.0,Credit Card,Refunded
RET00756,ORD0008437,2024-03-29,Duplicate Order,11448.0,Fawry,Refunded
RET00757,ORD0008456,2023-03-02,Changed Mind,144.0,Cash,Refunded
RET00758,ORD0008459,2022-09-29,Duplicate Order,2120.0,Credit Card,Refunded
RET00759,ORD0008477,2022-02-05,Size Issue,350.0,Fawry,Refunded
RET00760,ORD0008481,2022-07-20,Defective Product,502.0,Debit Card,Refunded
RET00761,ORD0008488,2024-11-17,Changed Mind,430.0,Credit Card,Refunded
RET00762,ORD0008493,2023-11-02,Size Issue,1728.0,Credit Card,Refunded
RET00763,ORD0008506,2023-07-25,Defective Product,432.0,Credit Card,Pending
RET00764,ORD0008513,2023-10-13,Duplicate Order,11463.5,Credit Card,Refunded
RET00765,ORD0008521,2022-10-30,Duplicate Order,142.5,Vodafone Cash,Pending
RET00766,ORD0008525,2024-03-05,Size Issue,29600.0,Credit Card,Refunded
RET00767,ORD0008534,2023-07-12,Duplicate Order,76.5,Cash,Refunded
RET00768,ORD0008556,2023-06-14,Changed Mind,512.0,InstaPay,Refunded
RET00769,ORD0008560,2024-05-27,Size Issue,1185.0,Cash,Refunded
RET00770,ORD0008571,2024-06-28,Defective Product,136.0,Credit Card,Pending
RET00771,ORD0008575,2022-05-05,Size Issue,1404.0,Credit Card,Pending
RET00772,ORD0008594,2022-05-26,Quality Issue,700.0,Debit Card,Refunded
RET00773,ORD0008639,2022-01-17,Changed Mind,2438.5,Fawry,Refunded
RET00774,ORD0008642,2024-10-15,Wrong Item Delivered,432.0,Cash,Pending
RET00775,ORD0008645,2023-07-23,Wrong Item Delivered,336.0,Vodafone Cash,Refunded
RET00776,ORD0008658,2023-03-22,Quality Issue,921.5,InstaPay,Refunded
RET00777,ORD0008675,2024-03-05,Wrong Item Delivered,920.0,Debit Card,Refunded
RET00778,ORD0008681,2023-03-30,Changed Mind,800.5,Cash,Refunded
RET00779,ORD0008691,2024-04-13,Changed Mind,800.0,Vodafone Cash,Refunded
RET00780,ORD0008695,2022-01-12,Wrong Item Delivered,669.0,Fawry,Refunded
RET00781,ORD0008700,2024-06-18,Wrong Item Delivered,1333.0,Fawry,Refunded
RET00782,ORD0008712,2022-08-25,Wrong Item Delivered,666.0,Vodafone Cash,Refunded
RET00783,ORD0008718,2023-02-23,Defective Product,2260.0,Cash,Refunded
RET00784,ORD0008767,2022-03-06,Changed Mind,1572.0,Vodafone Cash,Refunded
RET00785,ORD0008773,2024-02-13,Quality Issue,680.0,Credit Card,Refunded
RET00786,ORD0008786,2024-02-21,Quality Issue,520.0,InstaPay,Refunded
RET00787,ORD0008809,2023-08-26,Duplicate Order,1906.0,Credit Card,Refunded
RET00788,ORD0008819,2023-07-12,Quality Issue,15000.0,Fawry,Pending
RET00789,ORD0008839,2024-03-17,Defective Product,841.5,Fawry,Refunded
RET00790,ORD0008869,2023-05-13,Changed Mind,32213.0,Credit Card,Refunded
RET00791,ORD0008881,2023-12-08,Defective Product,1181.0,Credit Card,Pending
RET00792,ORD0008888,2024-10-23,Changed Mind,30010.0,InstaPay,Refunded
RET00793,ORD0008890,2022-05-22,Defective Product,1658.5,Vodafone Cash,Refunded
RET00794,ORD0008894,2022-04-27,Wrong Item Delivered,3025.0,Fawry,Refunded
RET00795,ORD0008895,2022-12-22,Duplicate Order,2175.0,Credit Card,Rejected
RET00796,ORD0008901,2024-11-16,Wrong Item Delivered,152.0,InstaPay,Refunded
RET00797,ORD0008923,2022-09-04,Size Issue,1795.5,Fawry,Refunded
RET00798,ORD0008935,2022-11-12,Duplicate Order,48136.0,Vodafone Cash,Pending
RET00799,ORD0008944,2024-05-13,Duplicate Order,1562.0,Vodafone Cash,Refunded
RET00800,ORD0008947,2024-08-15,Quality Issue,480.0,Cash,Pending
RET00801,ORD0008978,2024-02-14,Changed Mind,540.0,Cash,Pending
RET00802,ORD0008993,2024-01-07,Defective Product,9938.0,Fawry,Refunded
RET00803,ORD0008999,2024-10-10,Changed Mind,729.0,Debit Card,Refunded
RET00804,ORD0009006,2022-03-07,Wrong Item Delivered,160.0,InstaPay,Pending
RET00805,ORD0009022,2022-04-10,Defective Product,2800.0,Fawry,Pending
RET00806,ORD0009035,2024-12-01,Defective Product,620.0,Vodafone Cash,Refunded
RET00807,ORD0009048,2022-01-10,Changed Mind,1696.0,InstaPay,Refunded
RET00808,ORD0009066,2022-05-09,Defective Product,1744.0,Cash,Pending
RET00809,ORD0009069,2023-07-03,Duplicate Order,350.0,Cash,Refunded
RET00810,ORD0009072,2023-03-17,Duplicate Order,19700.0,Debit Card,Refunded
RET00811,ORD0009083,2022-03-14,Duplicate Order,912.0,Fawry,Refunded
RET00812,ORD0009098,2023-03-05,Duplicate Order,280.0,InstaPay,Refunded
RET00813,ORD0009109,2024-05-06,Wrong Item Delivered,703.0,InstaPay,Refunded
RET00814,ORD0009114,2022-12-25,Changed Mind,2500.0,Credit Card,Pending
RET00815,ORD0009127,2024-09-07,Wrong Item Delivered,10094.0,Cash,Refunded
RET00816,ORD0009130,2024-12-19,Duplicate Order,2620.0,Debit Card,Pending
RET00817,ORD0009167,2022-04-17,Duplicate Order,208.0,Fawry,Pending
RET00818,ORD0009176,2023-03-07,Duplicate Order,1489.5,Cash,Refunded
RET00819,ORD0009219,2023-05-26,Defective Product,844.5,Fawry,Refunded
RET00820,ORD0009223,2022-03-25,Size Issue,3740.0,Debit Card,Refunded
RET00821,ORD0009230,2022-11-18,Size Issue,890.0,Vodafone Cash,Rejected
RET00822,ORD0009249,2024-07-13,Quality Issue,600.0,Debit Card,Refunded
RET00823,ORD0009280,2024-11-13,Defective Product,1660.0,Fawry,Refunded
RET00824,ORD0009303,2024-05-24,Duplicate Order,150.0,Vodafone Cash,Pending
RET00825,ORD0009308,2024-02-13,Wrong Item Delivered,541.5,InstaPay,Refunded
RET00826,ORD0009329,2022-10-13,Duplicate Order,580.0,Vodafone Cash,Refunded
RET00827,ORD0009338,2023-10-21,Defective Product,10964.0,Fawry,Refunded
RET00828,ORD0009363,2022-07-09,Defective Product,2916.0,Fawry,Refunded
RET00829,ORD0009375,2023-11-14,Quality Issue,18488.5,Credit Card,Rejected
RET00830,ORD0009390,2024-07-16,Size Issue,2413.0,InstaPay,Refunded
RET00831,ORD0009400,2024-07-29,Wrong Item Delivered,1449.5,Vodafone Cash,Pending
RET00832,ORD0009401,2024-11-10,Changed Mind,1870.0,Vodafone Cash,Refunded
RET00833,ORD0009410,2024-02-11,Defective Product,3693.0,Fawry,Refunded
RET00834,ORD0009412,2022-11-06,Quality Issue,978.0,Vodafone Cash,Refunded
RET00835,ORD0009421,2022-01-17,Size Issue,190.0,Cash,Pending
RET00836,ORD0009426,2024-11-26,Changed Mind,1630.5,Debit Card,Refunded
RET00837,ORD0009429,2022-12-14,Defective Product,63240.0,Debit Card,Refunded
RET00838,ORD0009479,2024-06-11,Wrong Item Delivered,1584.0,Credit Card,Rejected
RET00839,ORD0009484,2023-11-21,Duplicate Order,420.0,Cash,Refunded
RET00840,ORD0009511,2024-06-07,Duplicate Order,420.0,InstaPay,Refunded
RET00841,ORD0009516,2023-10-01,Changed Mind,603.0,Credit Card,Refunded
RET00842,ORD0009517,2024-12-03,Wrong Item Delivered,17830.0,Credit Card,Refunded
RET00843,ORD0009532,2024-04-14,Size Issue,1699.0,InstaPay,Refunded
RET00844,ORD0009535,2024-09-05,Duplicate Order,838.0,Cash,Pending
RET00845,ORD0009542,2023-07-16,Quality Issue,510.0,Vodafone Cash,Refunded
RET00846,ORD0009544,2022-05-21,Size Issue,1222.5,Fawry,Rejected
RET00847,ORD0009563,2022-05-14,Changed Mind,12370.0,InstaPay,Pending
RET00848,ORD0009570,2024-09-01,Changed Mind,5414.5,Cash,Refunded
RET00849,ORD0009575,2024-03-26,Changed Mind,2090.0,Fawry,Rejected
RET00850,ORD0009591,2023-05-06,Quality Issue,15402.5,Cash,Refunded
RET00851,ORD0009592,2024-02-02,Defective Product,2131.0,Credit Card,Refunded
RET00852,ORD0009616,2022-04-22,Defective Product,4250.0,Cash,Refunded
RET00853,ORD0009617,2023-02-12,Duplicate Order,980.0,Vodafone Cash,Refunded
RET00854,ORD0009621,2023-09-11,Defective Product,8010.0,Vodafone Cash,Rejected
RET00855,ORD0009627,2023-08-03,Wrong Item Delivered,774.0,Fawry,Refunded
RET00856,ORD0009640,2024-08-11,Changed Mind,4425.0,Vodafone Cash,Refunded
RET00857,ORD0009671,2023-01-17,Duplicate Order,25080.0,InstaPay,Refunded
RET00858,ORD0009681,2023-04-06,Duplicate Order,2127.0,Credit Card,Refunded
RET00859,ORD0009708,2023-05-06,Size Issue,756.0,Credit Card,Refunded
RET00860,ORD0009714,2023-07-13,Duplicate Order,613.0,InstaPay,Refunded
RET00861,ORD0009715,2022-05-08,Duplicate Order,1079.0,Cash,Refunded
RET00862,ORD0009716,2024-06-05,Wrong Item Delivered,477.0,Credit Card,Refunded
RET00863,ORD0009719,2024-03-28,Defective Product,504.0,Fawry,Refunded
RET00864,ORD0009760,2024-10-02,Duplicate Order,28377.5,Cash,Refunded
RET00865,ORD0009769,2024-07-27,Wrong Item Delivered,10640.0,Cash,Refunded
RET00866,ORD0009777,2022-06-10,Duplicate Order,20400.0,Cash,Refunded
RET00867,ORD0009788,2022-12-29,Wrong Item Delivered,12100.0,Debit Card,Refunded
RET00868,ORD0009794,2024-08-23,Wrong Item Delivered,480.0,Vodafone Cash,Refunded
RET00869,ORD0009832,2022-08-18,Defective Product,405.0,Vodafone Cash,Refunded
RET00870,ORD0009833,2022-07-30,Changed Mind,3300.0,Cash,Refunded
RET00871,ORD0009834,2024-09-03,Changed Mind,1687.5,Cash,Pending
RET00872,ORD0009845,2024-02-29,Size Issue,976.0,InstaPay,Refunded
RET00873,ORD0009885,2024-05-24,Defective Product,620.5,Fawry,Refunded
RET00874,ORD0009888,2022-05-07,Size Issue,1425.0,Debit Card,Refunded
RET00875,ORD0009894,2024-03-17,Wrong Item Delivered,980.0,Vodafone Cash,Refunded
RET00876,ORD0009895,2024-01-14,Wrong Item Delivered,270.0,Debit Card,Refunded
RET00877,ORD0009896,2022-06-03,Size Issue,144.0,Fawry,Refunded
RET00878,ORD0009905,2023-05-31,Defective Product,468.0,Credit Card,Refunded
RET00879,ORD0009935,2022-04-14,Changed Mind,646.0,Fawry,Refunded
RET00880,ORD0009939,2022-03-27,Quality Issue,520.0,Fawry,Refunded
RET00881,ORD0009957,2023-07-15,Size Issue,1964.5,Fawry,Refunded
RET00882,ORD0009960,2023-08-13,Size Issue,1045.0,InstaPay,Refunded
RET00883,ORD0009964,2024-01-10,Duplicate Order,2044.0,Debit Card,Rejected
RET00884,ORD0009971,2022-03-12,Wrong Item Delivered,3806.0,Credit Card,Pending
RET00885,ORD0009986,2023-05-14,Wrong Item Delivered,3326.5,Credit Card,Rejected
RET00886,ORD0009991,2022-04-04,Quality Issue,4043.0,Credit Card,Refunded
RET00887,ORD0009992,2023-07-20,Changed Mind,12440.0,InstaPay,Refunded
RET00888,ORD0009995,2024-10-11,Duplicate Order,456.0,Vodafone Cash,Pending
RET00889,ORD0010006,2024-01-06,Quality Issue,3476.0,Fawry,Rejected
RET00890,ORD0010012,2024-04-20,Changed Mind,1607.0,Debit Card,Refunded
RET00891,ORD0010013,2022-03-04,Quality Issue,190.0,Vodafone Cash,Refunded
RET00892,ORD0010019,2022-06-30,Duplicate Order,775.0,Debit Card,Refunded
RET00893,ORD0010035,2022-07-13,Changed Mind,600.0,Credit Card,Refunded
RET00894,ORD0010036,2024-05-13,Changed Mind,900.0,Debit Card,Refunded
RET00895,ORD0010049,2024-11-25,Size Issue,1608.0,Credit Card,Pending
RET00896,ORD0010055,2023-04-22,Duplicate Order,1000.0,Vodafone Cash,Refunded
RET00897,ORD0010060,2023-06-18,Defective Product,150.0,Vodafone Cash,Pending
RET00898,ORD0010069,2023-05-27,Quality Issue,28620.0,InstaPay,Refunded
RET00899,ORD0010079,2023-11-02,Wrong Item Delivered,1400.0,Vodafone Cash,Refunded
RET00900,ORD0010082,2022-03-04,Wrong Item Delivered,468.0,Credit Card,Refunded
RET00901,ORD0010084,2024-07-24,Quality Issue,1890.0,Debit Card,Rejected
RET00902,ORD0010093,2024-07-14,Wrong Item Delivered,9044.5,Credit Card,Refunded
RET00903,ORD0010101,2023-04-16,Size Issue,1081.0,Cash,Refunded
RET00904,ORD0010112,2022-11-23,Quality Issue,17160.0,Credit Card,Refunded
RET00905,ORD0010132,2024-04-16,Defective Product,517.0,Cash,Refunded
RET00906,ORD0010141,2024-08-21,Size Issue,747.0,Vodafone Cash,Rejected
RET00907,ORD0010158,2024-08-01,Changed Mind,207.0,Cash,Refunded
RET00908,ORD0010164,2024-05-26,Size Issue,1478.0,InstaPay,Refunded
RET00909,ORD0010175,2022-06-21,Wrong Item Delivered,135.0,Fawry,Rejected
RET00910,ORD0010180,2022-05-18,Duplicate Order,345.0,InstaPay,Refunded
RET00911,ORD0010199,2022-07-20,Quality Issue,2070.0,Cash,Rejected
RET00912,ORD0010225,2022-11-05,Quality Issue,130.0,InstaPay,Refunded
RET00913,ORD0010227,2022-04-26,Changed Mind,1080.0,Cash,Pending
RET00914,ORD0010229,2022-02-03,Changed Mind,4928.0,Debit Card,Pending
RET00915,ORD0010231,2023-07-25,Wrong Item Delivered,1265.0,Fawry,Refunded
RET00916,ORD0010241,2022-06-15,Size Issue,21435.0,Vodafone Cash,Refunded
RET00917,ORD0010243,2024-02-04,Defective Product,126.0,InstaPay,Refunded
RET00918,ORD0010253,2022-07-23,Defective Product,720.0,Fawry,Refunded
RET00919,ORD0010254,2024-05-01,Size Issue,10212.0,Fawry,Refunded
RET00920,ORD0010255,2024-08-06,Changed Mind,153.0,Debit Card,Refunded
RET00921,ORD0010262,2023-08-30,Wrong Item Delivered,571.5,Fawry,Rejected
RET00922,ORD0010273,2024-08-13,Duplicate Order,7983.0,Debit Card,Rejected
RET00923,ORD0010280,2022-09-24,Size Issue,873.0,Fawry,Refunded
RET00924,ORD0010283,2024-07-02,Wrong Item Delivered,720.0,Credit Card,Refunded
RET00925,ORD0010299,2024-02-12,Quality Issue,220.0,InstaPay,Rejected
RET00926,ORD0010300,2024-08-26,Size Issue,351.5,Credit Card,Refunded
RET00927,ORD0010311,2022-10-15,Quality Issue,360.0,Fawry,Refunded
RET00928,ORD0010315,2024-09-08,Wrong Item Delivered,926.0,Fawry,Refunded
RET00929,ORD0010342,2023-11-23,Changed Mind,224.0,Fawry,Refunded
RET00930,ORD0010357,2023-04-01,Wrong Item Delivered,190.0,Vodafone Cash,Refunded
RET00931,ORD0010411,2023-12-14,Wrong Item Delivered,130.0,Debit Card,Refunded
RET00932,ORD0010422,2024-11-25,Size Issue,540.0,Fawry,Refunded
RET00933,ORD0010437,2022-02-19,Quality Issue,190.0,Fawry,Refunded
RET00934,ORD0010492,2023-02-25,Changed Mind,330.0,InstaPay,Refunded
RET00935,ORD0010500,2022-11-17,Duplicate Order,300.0,Fawry,Refunded
RET00936,ORD0010508,2024-01-11,Defective Product,1025.0,Vodafone Cash,Refunded
RET00937,ORD0010511,2022-12-17,Size Issue,13520.0,Credit Card,Refunded
RET00938,ORD0010533,2024-07-01,Defective Product,11132.5,Credit Card,Refunded
RET00939,ORD0010541,2024-04-14,Changed Mind,1212.0,Vodafone Cash,Pending
RET00940,ORD0010544,2024-03-24,Quality Issue,2193.0,Debit Card,Refunded
RET00941,ORD0010572,2024-09-10,Changed Mind,747.5,Debit Card,Refunded
RET00942,ORD0010577,2024-02-27,Defective Product,405.0,Fawry,Refunded
RET00943,ORD0010597,2024-04-24,Changed Mind,430.0,Vodafone Cash,Refunded
RET00944,ORD0010598,2022-09-17,Defective Product,597.5,Debit Card,Refunded
RET00945,ORD0010601,2022-12-11,Wrong Item Delivered,280.0,Vodafone Cash,Refunded
RET00946,ORD0010606,2024-11-03,Wrong Item Delivered,135.0,Fawry,Refunded
RET00947,ORD0010616,2024-06-11,Defective Product,423.0,InstaPay,Refunded
RET00948,ORD0010625,2024-07-13,Defective Product,126.0,Cash,Rejected
RET00949,ORD0010634,2022-11-19,Changed Mind,238.0,Debit Card,Refunded
RET00950,ORD0010641,2022-02-08,Quality Issue,8214.0,Cash,Rejected
RET00951,ORD0010644,2023-06-01,Defective Product,6147.0,Debit Card,Refunded
RET00952,ORD0010659,2024-10-01,Changed Mind,1372.0,Cash,Refunded
RET00953,ORD0010670,2022-03-28,Changed Mind,756.0,Debit Card,Refunded
RET00954,ORD0010677,2024-05-20,Quality Issue,5920.0,Fawry,Refunded
RET00955,ORD0010684,2024-01-19,Wrong Item Delivered,669.0,Credit Card,Pending
RET00956,ORD0010693,2024-01-27,Quality Issue,368.5,Credit Card,Refunded
RET00957,ORD0010711,2022-07-25,Quality Issue,29116.0,Vodafone Cash,Refunded
RET00958,ORD0010713,2023-07-31,Quality Issue,468.0,Cash,Refunded
RET00959,ORD0010760,2023-06-28,Size Issue,1528.0,Vodafone Cash,Refunded
RET00960,ORD0010785,2022-05-18,Changed Mind,11937.5,Debit Card,Refunded
RET00961,ORD0010803,2022-11-06,Changed Mind,250.0,Credit Card,Refunded
RET00962,ORD0010804,2023-04-13,Duplicate Order,600.0,Credit Card,Rejected
RET00963,ORD0010832,2022-01-28,Defective Product,600.0,Cash,Refunded
RET00964,ORD0010840,2022-11-22,Changed Mind,495.0,Fawry,Refunded
RET00965,ORD0010849,2024-08-07,Wrong Item Delivered,480.0,Vodafone Cash,Refunded
RET00966,ORD0010861,2024-04-29,Size Issue,1031.0,Debit Card,Refunded
RET00967,ORD0010877,2023-11-09,Defective Product,275.0,Debit Card,Refunded
RET00968,ORD0010880,2022-08-18,Size Issue,666.0,InstaPay,Refunded
RET00969,ORD0010890,2024-09-07,Quality Issue,976.0,Vodafone Cash,Refunded
RET00970,ORD0010904,2023-08-23,Defective Product,494.0,InstaPay,Refunded
RET00971,ORD0010918,2024-04-01,Size Issue,900.0,Fawry,Refunded
RET00972,ORD0010930,2022-04-12,Quality Issue,1734.0,Vodafone Cash,Refunded
RET00973,ORD0010935,2024-09-06,Changed Mind,29460.0,Vodafone Cash,Refunded
RET00974,ORD0010945,2023-11-25,Defective Product,240.0,Debit Card,Refunded
RET00975,ORD0010970,2023-05-24,Duplicate Order,3200.0,Fawry,Pending
RET00976,ORD0010993,2022-09-06,Size Issue,560.0,Debit Card,Refunded
RET00977,ORD0011000,2023-02-08,Defective Product,639.0,Credit Card,Rejected
RET00978,ORD0011013,2024-02-07,Wrong Item Delivered,40440.0,Cash,Refunded
RET00979,ORD0011017,2023-02-15,Changed Mind,600.0,Debit Card,Refunded
RET00980,ORD0011027,2023-11-08,Defective Product,361.0,Cash,Pending
RET00981,ORD0011056,2023-01-11,Quality Issue,325.0,InstaPay,Refunded
RET00982,ORD0011063,2024-02-02,Changed Mind,783.0,Fawry,Refunded
RET00983,ORD0011079,2023-06-04,Defective Product,963.5,Fawry,Pending
RET00984,ORD0011086,2024-12-26,Changed Mind,2547.5,Credit Card,Refunded
RET00985,ORD0011089,2024-10-05,Duplicate Order,11326.5,InstaPay,Refunded
RET00986,ORD0011106,2022-11-07,Changed Mind,18575.0,Fawry,Refunded
RET00987,ORD0011122,2022-06-08,Size Issue,1092.0,Fawry,Refunded
RET00988,ORD0011125,2023-02-05,Quality Issue,247.5,Cash,Refunded
RET00989,ORD0011127,2022-11-01,Wrong Item Delivered,674.0,Credit Card,Refunded
RET00990,ORD0011130,2024-09-26,Wrong Item Delivered,22820.0,Credit Card,Refunded
RET00991,ORD0011132,2022-05-29,Wrong Item Delivered,1099.0,Fawry,Refunded
RET00992,ORD0011144,2024-06-11,Changed Mind,2409.0,Fawry,Pending
RET00993,ORD0011197,2024-07-04,Duplicate Order,11626.0,Credit Card,Refunded
RET00994,ORD0011199,2024-10-20,Size Issue,608.0,Debit Card,Refunded
RET00995,ORD0011205,2023-04-04,Quality Issue,168.0,Credit Card,Refunded
RET00996,ORD0011225,2024-06-18,Defective Product,380.0,Credit Card,Refunded
RET00997,ORD0011226,2022-10-05,Wrong Item Delivered,25326.0,InstaPay,Refunded
RET00998,ORD0011231,2023-10-27,Wrong Item Delivered,30000.0,InstaPay,Refunded
RET00999,ORD0011269,2024-07-21,Duplicate Order,33133.5,Vodafone Cash,Refunded
